item,embedding
apple tree,0.01231265440583229 1.0628985166549683 0.6123033165931702 0.02411344274878502 0.0006669217254966497 2.1219780445098877 0.7285560369491577 0.04964960739016533 0.13065601885318756 0.007013674825429916 0.34145572781562805 0.30949458479881287 0.0034813089296221733 0.10623787343502045 0.0557088628411293 0.022168312221765518 0.21207717061042786 0.011155490763485432 0.09480639547109604 0.023368990048766136 0.011873326264321804 0.11521799117326736 0.27468663454055786 0.004546123091131449 0.025340553373098373 0.016146311536431313 0.031759146600961685 0.016259469091892242 0.023628391325473785 0.1541646122932434 0.2299031913280487 0.10082630813121796 0.03497399389743805 0.009319005534052849 0.05177310109138489 0.004624045453965664 0.033657461404800415 0.01255728118121624 0.0012445636093616486 0.010532908141613007 0.018194006755948067 0.019129136577248573 0.025001810863614082 0.02526973932981491 0.008944355882704258 0.04546070843935013 0.03661772608757019 0.011006666347384453 0.018062010407447815
applesauce,0.0016732182120904326 2.0493087768554688 0.17270790040493011 0.10455766320228577 0.09829704463481903 0.010670931078493595 0.0250552911311388 0.008348710834980011 0.029043488204479218 0.0671682134270668 0.04915047064423561 0.03092763014137745 0.0029702160973101854 0.03330349922180176 0.5590540766716003 0.02139616198837757 0.027440275996923447 0.03576597943902016 0.6440510153770447 0.008247746154665947 0.06527413427829742 0.31608298420906067 0.026045341044664383 0.05842479318380356 0.19384828209877014 0.005845947191119194 0.0021392786875367165 0.007481814827769995 0.020400451496243477 0.01691601239144802 0.08708906173706055 0.02598225139081478 0.01543404534459114 0.03334543853998184 0.026241684332489967 0.04603170230984688 0.020840736106038094 0.0035042196977883577 0.040578167885541916 0.014620289206504822 0.05924754962325096 0.016745544970035553 0.008134976960718632 0.01399216242134571 0.003715289058163762 0.0262039415538311 0.025777993723750114 0.01287596020847559 0.014261256903409958
apron,0.860131561756134 0.7790530323982239 0.024816015735268593 2.020387887954712 0.35648465156555176 0.09709514677524567 0.10214459896087646 0.15832926332950592 0.31358981132507324 0.21571701765060425 0.052400846034288406 0.04548625275492668 0.037977080792188644 0.10462222993373871 0.08266114443540573 0.2971617877483368 0.06838278472423553 0.017049068585038185 0.23724476993083954 0.057474877685308456 0.13601139187812805 0.0325937494635582 0.03025054559111595 0.01693195477128029 0.05081836134195328 0.2936367094516754 0.31856033205986023 0.045992251485586166 0.0862509161233902 0.008799389004707336 0.013631853275001049 0.06060447543859482 0.1023610308766365 0.01124659739434719 0.05627500265836716 0.007357131224125624 0.02327508106827736 0.018110934644937515 0.3621940314769745 0.03793392330408096 0.0037026091013103724 0.13750824332237244 0.008907931856811047 0.03076309710741043 0.0006556918960995972 0.039487507194280624 0.0010844600619748235 0.04753762483596802 0.015649093315005302
aquarium,0.3499413728713989 0.1937018483877182 0.940618634223938 0.0084476787596941 1.00929594039917 0.9200803637504578 0.07794755697250366 0.26376909017562866 0.015382596291601658 0.0035460677463561296 0.44278499484062195 0.11550230532884598 0.6090041995048523 0.019073283299803734 0.1910644918680191 0.03250034898519516 0.26256442070007324 0.06854275614023209 0.5183278322219849 0.0023220558650791645 1.4460357427597046 0.07628047466278076 0.20806698501110077 0.005152082536369562 0.01446909736841917 0.023130325600504875 0.05593476444482803 0.015905452892184258 0.052983324974775314 0.03526832535862923 0.037747688591480255 0.02900858037173748 0.053725820034742355 0.032917093485593796 0.43250930309295654 0.012005970813333988 0.008706465363502502 0.013489893637597561 0.019207065925002098 0.01629127562046051 0.004895766265690327 0.10370703786611557 0.03096509724855423 0.055460698902606964 0.0036073862574994564 0.042164623737335205 0.04587668925523758 0.028507161885499954 0.01268299762159586
arch,0.9420540928840637 0.009599875658750534 0.056752800941467285 0.034274257719516754 0.2750912308692932 0.001873288070783019 1.0214489698410034 0.57920902967453 0.09910675138235092 0.19447638094425201 0.03880313038825989 0.3370877206325531 0.11707983165979385 0.11668876558542252 0.4583972990512848 0.02616901323199272 0.01894129067659378 0.059140097349882126 0.006851979997009039 0.21139875054359436 0.398375540971756 0.016553962603211403 0.005893309600651264 0.012238782830536366 0.007792787626385689 0.06993632763624191 0.019075103104114532 0.05799831077456474 1.0865259170532227 0.01397708710283041 0.013606106862425804 0.07474517077207565 0.03751204535365105 0.00446839164942503 0.026431959122419357 0.5852888822555542 0.04649660363793373 0.010587341152131557 0.20535387098789215 0.0071584200486540794 0.02422347478568554 0.6932638883590698 0.06839783489704132 0.06920406222343445 0.036571431905031204 0.024845777079463005 0.02964496985077858 0.037897538393735886 0.0752406120300293
arm,0.04913673177361488 0.27464061975479126 0.6144242286682129 0.2204446941614151 0.215904101729393 0.038744062185287476 0.017295747995376587 0.04053818807005882 0.5178269147872925 1.704973578453064 0.09101781994104385 0.07343637198209763 0.04816985875368118 0.30090200901031494 0.0050769406370818615 0.0003040502197109163 0.44864004850387573 0.0671834796667099 0.008087772876024246 0.43364423513412476 0.15159949660301208 0.07510391622781754 0.027210725471377373 0.07771296799182892 0.20723466575145721 0.03680180385708809 0.17164231836795807 0.30385148525238037 0.0071365549229085445 0.10041864961385727 0.21664275228977203 0.32501402497291565 0.022491106763482094 0.01959891989827156 0.2165500521659851 0.01155863981693983 1.209865927696228 0.0020928136073052883 0.032102059572935104 0.048267800360918045 0.03834117576479912 0.010836240835487843 0.040604766458272934 0.06281435489654541 0.015842799097299576 0.012760329060256481 0.028225602582097054 0.04580356925725937 0.09440204501152039
armor,1.594609260559082 0.0047942763194441795 0.5023013353347778 0.6032087206840515 0.022060474380850792 0.023851076140999794 0.051114972680807114 0.352216899394989 0.037941958755254745 0.9524914622306824 0.02873539738357067 0.9342026114463806 0.007694027852267027 0.017639990895986557 0.007133902050554752 0.03810380771756172 0.1029888391494751 0.016949644312262535 0.0016278363764286041 0.007881483063101768 0.08177494257688522 0.12135588377714157 0.051418207585811615 0.017471719533205032 0.018709804862737656 0.034884773194789886 1.090099811553955 0.014284422621130943 0.0547361820936203 0.014014598913490772 0.06062297523021698 0.0628274455666542 0.050856202840805054 0.008966673165559769 0.08348988741636276 0.020336857065558434 0.02112364023923874 0.008715689182281494 0.07072760164737701 0.034181155264377594 0.020119287073612213 0.01808754727244377 0.018110450357198715 0.02093483880162239 0.008100462146103382 0.03626444190740585 0.036513231694698334 0.07238701730966568 0.005900760646909475
arrow,0.7237136363983154 0.008136271499097347 0.216244637966156 0.03424767404794693 0.03504348546266556 0.5474516749382019 0.30590611696243286 0.0997130423784256 0.270145446062088 0.016396109014749527 0.3650459051132202 0.4632548689842224 0.06765815615653992 0.38895800709724426 0.09126772731542587 0.7022275328636169 0.39481815695762634 0.02249019406735897 0.024098452180624008 1.4284591674804688 0.100889652967453 0.04494577273726463 0.03526068851351738 0.020550286397337914 0.0016889105318114161 0.01886715739965439 1.1095982789993286 0.1205361932516098 0.25912994146347046 0.09167874604463577 0.2142404019832611 0.6944431066513062 0.005968782119452953 0.032278236001729965 0.06677938997745514 0.3254806101322174 0.008264572359621525 0.2724001109600067 0.013689356856048107 0.1020764708518982 0.017334196716547012 0.06648940593004227 0.015507190488278866 0.004747010767459869 0.0025599824730306864 0.00863051600754261 0.06253808736801147 0.03957729414105415 0.029446162283420563
artichoke,0.027404814958572388 1.5912233591079712 0.5978825092315674 0.012746376916766167 0.0015958192525431514 2.3236265182495117 0.035712528973817825 0.004072508774697781 0.05547815561294556 0.11193166673183441 0.04893594607710838 0.05836114287376404 0.02988268993794918 0.08977304399013519 0.17299774289131165 0.12119010090827942 0.05358909070491791 0.009086225181818008 0.0036853919737040997 0.04118838533759117 0.07075636088848114 0.038735516369342804 0.02179143764078617 0.11186598986387253 0.06093789264559746 0.019192419946193695 0.04047739505767822 0.06015992909669876 0.007451604586094618 0.35295554995536804 0.27641335129737854 0.00985849741846323 0.012390055693686008 0.021691109985113144 0.005531471222639084 0.014007839374244213 0.05214034393429756 0.08284185081720352 0.03489364683628082 0.017253676429390907 0.034574318677186966 0.030451776459813118 0.04349151626229286 0.004719036165624857 0.009774323552846909 0.043599531054496765 0.08576872199773788 0.025633346289396286 0.03713776916265488
arugula,0.00523121515288949 1.7431403398513794 0.4550265073776245 0.011408613063395023 0.007746036630123854 1.9985277652740479 0.025000454857945442 0.009479562751948833 0.01923673413693905 0.024901442229747772 0.013629009015858173 0.013548649847507477 0.012400158680975437 0.02674008533358574 0.26558253169059753 0.022279804572463036 0.003688206896185875 0.009224677458405495 0.11955905705690384 0.026226012036204338 0.22327710688114166 0.08315801620483398 0.06422536820173264 0.00579450186342001 0.016747575253248215 0.02225732058286667 0.012494837865233421 0.019855551421642303 0.027741599828004837 0.024741461500525475 0.026079703122377396 0.008893645368516445 0.024614091962575912 0.015401218086481094 0.05457033962011337 0.018416566774249077 0.11585675925016403 0.03439735993742943 0.025865841656923294 0.0357331745326519 0.018452325835824013 0.031998515129089355 0.03247782588005066 0.018119988963007927 0.010652894154191017 0.05339276045560837 0.019000129774212837 0.01798791065812111 0.045846596360206604
ashtray,0.4824483096599579 0.3797409236431122 0.01944366656243801 0.04569247364997864 0.027564771473407745 0.05999470129609108 0.04280385002493858 0.028839269652962685 0.08647648990154266 0.09173406660556793 0.03180909901857376 0.005480087827891111 0.033058736473321915 0.023944402113556862 0.21568013727664948 0.07564618438482285 0.21574106812477112 0.022048139944672585 0.4577605426311493 0.17460578680038452 0.006203944329172373 1.1574550867080688 0.04455343633890152 0.044263917952775955 0.057890839874744415 0.05756279453635216 0.3272358477115631 0.10990188270807266 0.004130912479013205 0.016127578914165497 0.039344146847724915 0.03677462786436081 0.035650450736284256 0.15485070645809174 0.03311154246330261 0.104866623878479 0.3723977506160736 0.0025873915292322636 0.018427008762955666 1.3403830528259277 0.09028562158346176 0.0017709245439618826 0.012824817560613155 0.041533444076776505 0.04645875468850136 0.44992440938949585 0.03418615087866783 0.02412167750298977 0.02682908996939659
asparagus,0.0288984477519989 1.5832477807998657 0.3490740656852722 0.02944175712764263 0.0325879268348217 1.7741912603378296 0.19382348656654358 0.016620585694909096 0.1218310296535492 0.02065289579331875 0.009199233725667 0.013113241642713547 0.019694970920681953 0.024502309039235115 0.029887903481721878 0.003704374423250556 0.5396657586097717 0.013371950015425682 0.10811299830675125 0.7463456988334656 0.020449025556445122 0.017140310257673264 0.007597239688038826 0.017471978440880775 0.03308088332414627 0.03350728005170822 0.060038965195417404 0.008977733552455902 0.01065877079963684 0.05468318983912468 0.00494362460449338 0.2732793688774109 0.04443946108222008 0.018580999225378036 0.013856419362127781 0.0017038513906300068 0.017785103991627693 0.03843233361840248 0.03881467506289482 0.03269655257463455 0.01948605291545391 0.031255144625902176 0.008367633447051048 0.07261241227388382 0.015563132241368294 0.026875365525484085 0.023389944806694984 0.023068994283676147 0.02590632066130638
avocado,0.12701115012168884 1.8067047595977783 0.4507511258125305 0.07591608166694641 0.05443648248910904 0.7853913307189941 0.0527828224003315 0.056881774216890335 0.024219153448939323 0.05760272964835167 0.008944831788539886 0.18187446892261505 0.024164725095033646 0.03614099696278572 0.17501163482666016 0.05295241251587868 0.08015671372413635 0.026778804138302803 0.026402506977319717 0.022826099768280983 0.10340600460767746 0.41204121708869934 0.015649430453777313 0.03322665020823479 0.015444132499396801 0.7157281637191772 0.04234854876995087 0.07059991359710693 0.03384912759065628 1.100893259048462 0.009321972727775574 0.048222415149211884 0.03870078921318054 0.04529177397489548 0.020625099539756775 0.01623169146478176 0.011586355976760387 0.04306253045797348 0.0313526950776577 0.017052166163921356 0.017366142943501472 0.04421357437968254 0.03868658095598221 0.015443839132785797 0.039520010352134705 0.01696780137717724 0.0006152766873128712 0.016468973830342293 0.02421323023736477
awning,0.40445443987846375 0.6838512420654297 0.015939630568027496 0.6776337027549744 0.9280831217765808 0.0314096175134182 0.45815008878707886 0.31754419207572937 0.01689542643725872 0.0341419093310833 0.5292589068412781 0.4204505980014801 0.07315252721309662 0.15966671705245972 0.11227152496576309 0.0037018635775893927 0.32898393273353577 0.5211006999015808 0.17926070094108582 0.23824001848697662 0.06472083181142807 0.023521753028035164 0.7749155163764954 0.0587647370994091 0.0031892014667391777 0.37602317333221436 0.03585272282361984 0.05105096846818924 0.2095620036125183 0.07183842360973358 0.0700920820236206 0.6736786365509033 0.02839321456849575 0.09145062416791916 0.014244595542550087 0.1060425341129303 0.004423862788826227 0.014703425578773022 0.01799059472978115 0.20158438384532928 0.05086269602179527 0.8497029542922974 0.028951840475201607 0.12578612565994263 0.017117414623498917 0.00981142371892929 0.11782889813184738 0.0213434100151062 0.02256680279970169
axe,1.2125728130340576 0.10245825350284576 0.241102397441864 0.03258524090051651 0.0867960974574089 0.47714173793792725 1.3459604978561401 0.04620474949479103 1.0715092420578003 0.10907040536403656 0.008438502438366413 0.05530685931444168 0.012357871979475021 0.2419275939464569 0.10997137427330017 1.1272510290145874 0.09729359298944473 0.012910979799926281 0.007745423819869757 0.0880650132894516 0.05648821219801903 0.2369806319475174 0.018763400614261627 0.0882839635014534 0.01841392181813717 0.012668023817241192 1.0286072492599487 0.014043699018657207 0.010951331816613674 0.08136381208896637 0.05588598921895027 0.015515136532485485 0.09070023149251938 0.044644977897405624 0.015664037317037582 0.05457925796508789 0.048674240708351135 0.24653799831867218 0.03947209566831589 0.09128769487142563 0.012153315357863903 0.043510716408491135 0.05570145696401596 0.014885404147207737 0.009408330544829369 0.017718356102705002 0.012620773166418076 0.06193915754556656 0.08625496178865433
